Tweet,Geo,Location
"RT @WestBengalPMC: WATCH LIVE: Manifesto Release by @INCWestBengal President Shri @adhirrcinc  at Pradesh Congress HQ. 
#BengalCongressMani…",,"West Bengal, India"
RT @CPIM_WESTBENGAL: Campaign rolls on at Bally AC in support of #SanjuktaMorcha supported CPIM candidate @DharDipsita. Defeat the TMC-BJP…,,
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,Bharat
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,"Bhubaneshwar, India"
"RT @SUNDARmyth: #Vote4Left
#Vote4SanjuktaMorcha
There is a proverb-'Kanti khuro(uncle)reaches for relief work before cyclone hits Sundarban…",,thiruvananthapuram
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,
"RT @WestBengalPMC: WATCH LIVE: Manifesto Release by @INCWestBengal President Shri @adhirrcinc  at Pradesh Congress HQ. 
#BengalCongressMani…",,"West Bengal, India"
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,
"RT @cpimspeak: CPIM candidates in Tamil Nadu, Sreenivasan (Kovilpatti), S K Ponnuthai (Thiruparankuntram), N Pandi (Dindugal), Nagai Maali…",,Annavaram
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,
@INCWestBengal Best Wishes 👍,,"कोलकाता, भारत"
RT @CPIM_WESTBENGAL: Campaign rolls on at Bally AC in support of #SanjuktaMorcha supported CPIM candidate @DharDipsita. Defeat the TMC-BJP…,,
"RT @WestBengalPMC: WATCH LIVE: Manifesto Release by @INCWestBengal President Shri @adhirrcinc  at Pradesh Congress HQ. 
#BengalCongressMani…",,"West Bengal, India"
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,Utkal Bhumi
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,Kanpur Uttar Pradesh
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,Delhi
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,
RT @duryodan_: CPIM backed candidate KT Sulaiman Haji in #Kerala hides details of his second wife (18) from #Pakistan by writing ‘ Not Appl…,,മാങ്ങാട്ട് കോവിലകം
"RT @WestBengalPMC: WATCH LIVE: Manifesto Release by @INCWestBengal President Shri @adhirrcinc  at Pradesh Congress HQ. 
#BengalCongressMani…",,"West Bengal, India"
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,"Mumbai, India"
"RT @WestBengalPMC: WATCH LIVE: Manifesto Release by @INCWestBengal President Shri @adhirrcinc  at Pradesh Congress HQ. 
#BengalCongressMani…",,"West Bengal, India"
"RT @SitaramYechury: Election Commission must ensure:
•Vote cast is recorded in the Control Unit of the EVM &amp; then shown by VVPAT.
•100% mat…",,
"RT @WestBengalPMC: WATCH LIVE: Manifesto Release by @INCWestBengal President Shri @adhirrcinc  at Pradesh Congress HQ. 
#BengalCongressMani…",,"West Bengal, India"
"@INCWestBengal Manifesto was formally released by the WBPCC President Mr. Adhir Chowdhury. Congratulations to all fellows @AIPCWestBengal for working sincerely in developing this manifesto in a very short time. Well done.
@szarita @AIPCEastZone https://t.co/jrTNie0cak",,"Kolkata, India"
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,New Delhi
"RT @Tweeter_wapsi: After blockbuster manifesto by BJP yesterday, highly unlikely that TMC will cross 100seats mark.. their tally will remai…",,
"RT @WestBengalPMC: WATCH LIVE: Manifesto Release by @INCWestBengal President Shri @adhirrcinc  at Pradesh Congress HQ. 
#BengalCongressMani…",,"West Bengal, India"
"RT @Ash_Rokzz23: It is increasingly becoming Axis moment of Uttar Pradesh 2017 for Priya Bondhu.
Axis did final opinion poll which was tota…",,
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,Delhi
RT @duryodan_: CPIM backed candidate KT Sulaiman Haji in #Kerala hides details of his second wife (18) from #Pakistan by writing ‘ Not Appl…,,മായാലോകം
"Bengal get ready for riots....!!!!
Its thesame procedure as happened in Delhi lead by kejriwal and Congress
Now here its lead by ISF TMC nad Congress 
Hinduo iss baar taiyyar rahoapne hathiyaar k sath
🚩🚩🙏जय श्रीराम 🙏🚩🚩
https://t.co/MetKFhqeBp",,LAND OF BURQA BAN
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,India
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,"Jodhpur, India"
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,+91.......
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,"Bharatha Varsha, Jambudweepam"
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,India
"RT @SitaramYechury: Election Commission must ensure:
•Vote cast is recorded in the Control Unit of the EVM &amp; then shown by VVPAT.
•100% mat…",,
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,Bangalore
"RT @souravramyani: Whom to Vote? A dilemma for Voters like me,want you all to ask as Lenin : What is to be done? I’m completely perplexed a…",,"New Delhi, India"
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,"Gurgaon, India"
"RT @thomasJins: CPIM crushed CPI like anything. This election will see near death of CPI in Kerala.

CPI will either die, merge or allign w…",,"Cochin, India"
"@MamataOfficial @SitaramYechury @adhirrcinc @MahuaMoitra @PrashantKishor @INCWestBengal @bhupeshbaghel @JitendraSAlwar 
Only few speech needed to expose Modi privatisation of govt asset is to finished reservation will move away 60% ST SC OBC vote from BJP towards opposition",,"Bangalore,india my priority"
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,"Hyderabad, India"
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,Line OF Control
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,"Nagpur, India"
RT @BPSinghINC_: Participated in door to door campaign for Katulpur Assembly Candidate Akshya Santra. @INCWestBengal is reaching to every d…,,Earth 
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,"Chennai, Hyderabad, Dindigul."
"RT @SUNDARmyth: #Vote4Left
#Vote4SanjuktaMorcha
There is a proverb-'Kanti khuro(uncle)reaches for relief work before cyclone hits Sundarban…",,"Chennai,Tamilnadu"
RT @BPSinghINC_: Participated in door to door campaign for Katulpur Assembly Candidate Akshya Santra. @INCWestBengal is reaching to every d…,,"Chennai,Tamilnadu"
"RT @SarcasticMinds4: Bengal get ready for riots....!!!!
Its thesame procedure as happened in Delhi lead by kejriwal and Congress
Now here i…",,
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,भारत
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,भारत
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,
RT @BPSinghINC_: Participated in door to door campaign for Katulpur Assembly Candidate Akshya Santra. @INCWestBengal is reaching to every d…,,
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,"Bengaluru, India"
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,"Bengaluru, India"
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,"Melbourne, Victoria"
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,India
"#US says ""As part of our ongoing partnership with the ISF in the fight to #DefeatDaesh, @Coalition jets conducted 133 precision airstrikes in support of @iraqicts ground ops in Qarachogh MTN, destroying 61 hideouts &amp; 24 caves &amp; elimination terrorists.""

133 strikes in 10 days👀",,India
"RT @SarcasticMinds4: Bengal get ready for riots....!!!!
Its thesame procedure as happened in Delhi lead by kejriwal and Congress
Now here i…",,
"@BuiSpeaks If BJP wins many leaders will leave TMC. In long TMC may become Kolkata &amp; two 24 Pargana party just like INC (Malda, Murshidabad). 
If BJP loses CPIM may replace BJP as main opposition party. Just like BJP did after 2016.
This election is do or die for both TMC &amp; BJP.",,"Silchar, Assam, India"
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,"Raipur, India  @patekarmanoram"
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,"Ghaziabad , Delhi"
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,Bharat
RT @ghoshc: @INCWestBengal Manifesto was formally released by the WBPCC President Mr. Adhir Chowdhury. Congratulations to all fellows @AIPC…,,"West Bengal, India"
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,भारत
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,India
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,"Chandigarh, India"
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,India
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,"Mumbai, India"
"The nuclear fusion energy will eventually came...or well, the sun is making it for us already! A challenge is to harness its full power!!! Research in light #energy conversion is a field with still many caves to explore and this conference is a good place to learn about some! 👇",,
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,New Dlehi
"RT @AskAnshul: Batla House encounter: Left-liberals declared it fake.

Sonia Gandhi cried. CPIM &amp; Kejriwal raised questions

Jamia Universi…",,
RT @OpIndia_com: BJP’s V Muraleedharan slams Kerala CM for silence on election nomination fraud by CPIM backed candidate with Pakistani wif…,,
"RT @thomasJins: CPIM crushed CPI like anything. This election will see near death of CPI in Kerala.

CPI will either die, merge or allign w…",,"West Bengal, India"
"RT @WestBengalPMC: WATCH LIVE: Manifesto Release by @INCWestBengal President Shri @adhirrcinc  at Pradesh Congress HQ. 
#BengalCongressMani…",,West Bengal
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,
